code,date,open,close,diff,rate
KOSPI,20131021,2054.16,2053.01,0.61,0.03
KOSPI,20131018,2046.56,2052.4,11.79,0.58
KOSPI,20131017,2051.19,2040.61,6.0,0.29
KOSPI,20131016,2040.03,2034.61,-6.35,-0.31
KOSPI,20131015,2034.69,2040.96,20.69,1.02
KOSPI,20131014,2026.07,2020.27,-4.63,-0.23
KOSPI,20131011,2018.01,2024.9,23.5,1.17
KOSPI,20131010,2000.91,2001.4,-1.36,-0.07
KOSPI,20131008,1987.97,2002.76,8.34,0.42
KOSPI,20131007,1997.17,1994.42,-2.56,-0.13
KOSPI,20131004,1999.92,1996.98,-2.49,-0.12
KOSPI,20131002,2012.07,1999.47,0.6,0.03
KOSPI,20131001,1997.62,1998.87,1.91,0.1
KOSPI,20130930,2002.02,1996.96,-14.84,-0.74
KOSPI,20130927,2012.26,2011.8,4.48,0.22
KOSPI,20130926,1992.1,2007.32,9.26,0.46
KOSPI,20130925,2004.53,1998.06,-9.04,-0.45
KOSPI,20130924,2001.51,2007.1,-2.31,-0.11
KOSPI,20130923,2000.72,2009.41,3.83,0.19
KOSPI,20130917,2009.31,2005.58,-7.79,-0.39
KOSPI,20130916,2011.69,2013.37,19.05,0.96
KOSPI,20130913,1994.95,1994.32,-9.74,-0.49
KOSPI,20130912,2004.67,2004.06,0.21,0.01
KOSPI,20130911,1995.96,2003.85,9.79,0.49
KOSPI,20130910,1978.08,1994.06,19.39,0.98
KOSPI,20130909,1964.09,1974.67,19.36,0.99
KOSPI,20130906,1954.11,1955.31,3.66,0.19
KOSPI,20130905,1943.66,1951.65,18.62,0.96
KOSPI,20130904,1929.6,1933.03,-0.71,-0.04
KOSPI,20130903,1934.24,1933.74,8.93,0.46
KOSPI,20130902,1925.32,1924.81,-1.55,-0.08
KOSPI,20130830,1918.91,1926.36,18.82,0.99
KOSPI,20130829,1892.03,1907.54,23.02,1.22
KOSPI,20130828,1862.51,1884.52,-1.32,-0.07
KOSPI,20130827,1883.71,1885.84,-2.02,-0.11
KOSPI,20130826,1876.59,1887.86,17.7,0.95
KOSPI,20130823,1861.58,1870.16,21.04,1.14
KOSPI,20130822,1847.94,1849.12,-18.34,-0.98
KOSPI,20130821,1891.01,1867.46,-20.39,-1.08
KOSPI,20130820,1910.3,1887.85,-29.79,-1.55
KOSPI,20130819,1917.32,1917.64,-2.47,-0.13
KOSPI,20130816,1903.72,1920.11,-3.8,-0.2
KOSPI,20130814,1912.59,1923.91,10.88,0.57
KOSPI,20130813,1893.42,1913.03,28.2,1.5
KOSPI,20130812,1878.5,1884.83,4.12,0.22
KOSPI,20130809,1884.57,1880.71,-3.26,-0.17
KOSPI,20130808,1884.58,1883.97,5.64,0.3
KOSPI,20130807,1892.47,1878.33,-28.29,-1.48
KOSPI,20130806,1914.06,1906.62,-9.6,-0.5
KOSPI,20130805,1920.83,1916.22,-7.16,-0.37
KOSPI,20130802,1936.26,1923.38,2.64,0.14
KOSPI,20130801,1916.56,1920.74,6.71,0.35
KOSPI,20130731,1915.47,1914.03,-3.02,-0.16
KOSPI,20130730,1901.88,1917.05,17.16,0.9
KOSPI,20130729,1908.66,1899.89,-10.92,-0.57
KOSPI,20130726,1912.05,1910.81,1.2,0.06
KOSPI,20130725,1906.57,1909.61,-2.47,-0.13
KOSPI,20130724,1904.07,1912.08,7.93,0.42
KOSPI,20130723,1890.55,1904.15,23.8,1.27
KOSPI,20130722,1880.81,1880.35,8.94,0.48
KOSPI,20130719,1880.44,1871.41,-4.07,-0.22
KOSPI,20130718,1883.07,1875.48,-12.01,-0.64
KOSPI,20130717,1871.29,1887.49,21.13,1.13
KOSPI,20130716,1875.53,1866.36,-8.8,-0.47
KOSPI,20130715,1870.26,1875.16,5.18,0.28
KOSPI,20130712,1873.66,1869.98,-7.62,-0.41
KOSPI,20130711,1840.34,1877.6,53.44,2.93
KOSPI,20130710,1835.94,1824.16,-6.19,-0.34
KOSPI,20130709,1828.63,1830.35,13.5,0.74
KOSPI,20130708,1830.81,1816.85,-16.46,-0.9
KOSPI,20130705,1848.97,1833.31,-5.83,-0.32
KOSPI,20130704,1830.49,1839.14,14.48,0.79
KOSPI,20130703,1854.29,1824.66,-30.36,-1.64
KOSPI,20130702,1861.26,1855.02,-0.71,-0.04
KOSPI,20130701,1851.57,1855.73,-7.59,-0.41
KOSPI,20130628,1844.6,1863.32,28.62,1.56
KOSPI,20130627,1809.55,1834.7,51.25,2.87
KOSPI,20130626,1799.74,1783.45,2.82,0.16
KOSPI,20130625,1790.33,1780.63,-18.38,-1.02
KOSPI,20130624,1821.22,1799.01,-23.82,-1.31
KOSPI,20130621,1806.4,1822.83,-27.66,-1.49
KOSPI,20130620,1864.37,1850.49,-37.82,-2.0
KOSPI,20130619,1899.5,1888.31,-12.31,-0.65
KOSPI,20130618,1887.72,1900.62,17.52,0.93
KOSPI,20130617,1889.45,1883.1,-6.14,-0.32
KOSPI,20130614,1895.77,1889.24,6.51,0.35
KOSPI,20130613,1905.1,1882.73,-27.18,-1.42
KOSPI,20130612,1913.6,1909.91,-10.77,-0.56
KOSPI,20130611,1933.1,1920.68,-12.02,-0.62
KOSPI,20130610,1927.19,1932.7,8.85,0.46
KOSPI,20130607,1953.83,1923.85,-35.34,-1.8
KOSPI,20130605,1988.94,1959.19,-30.32,-1.52
KOSPI,20130604,1998.38,1989.51,-0.06,0.0
KOSPI,20130603,1993.11,1989.57,-11.48,-0.57
KOSPI,20130531,2009.25,2001.05,0.95,0.05
KOSPI,20130530,1999.83,2000.1,-1.1,-0.05
KOSPI,20130529,1993.69,2001.2,14.98,0.75
KOSPI,20130528,1983.58,1986.22,6.25,0.32
KOSPI,20130527,1974.59,1979.97,6.52,0.33
KOSPI,20130524,1979.35,1973.45,4.26,0.22
KOSPI,20130523,1985.91,1969.19,-24.64,-1.24
KOSPI,20130522,1991.76,1993.83,12.74,0.64
KOSPI,20130521,1994.02,1981.09,-1.34,-0.07
KOSPI,20130520,1990.36,1982.43,-4.38,-0.22
KOSPI,20130516,1980.03,1986.81,15.55,0.79
KOSPI,20130515,1971.96,1971.26,2.43,0.12
KOSPI,20130514,1954.39,1968.83,20.13,1.03
KOSPI,20130513,1936.86,1948.7,3.95,0.2
KOSPI,20130510,1975.48,1944.75,-34.7,-1.75
KOSPI,20130509,1963.61,1979.45,23.0,1.18
KOSPI,20130508,1961.73,1956.45,2.1,0.11
KOSPI,20130507,1962.28,1954.35,-7.13,-0.36
KOSPI,20130506,1977.44,1961.48,-4.23,-0.22
KOSPI,20130503,1967.88,1965.71,8.5,0.43
KOSPI,20130502,1961.67,1957.21,-6.74,-0.34
KOSPI,20130430,1947.07,1963.95,23.25,1.2
KOSPI,20130429,1948.87,1940.7,-3.86,-0.2
KOSPI,20130426,1949.92,1944.56,-7.04,-0.36
KOSPI,20130425,1937.88,1951.6,16.29,0.84
KOSPI,20130424,1931.06,1935.31,16.68,0.87
KOSPI,20130423,1924.43,1918.63,-7.68,-0.4
KOSPI,20130422,1903.97,1926.31,19.56,1.03
KOSPI,20130419,1899.35,1906.75,6.69,0.35
KOSPI,20130418,1916.55,1900.06,-23.78,-1.24
KOSPI,20130417,1934.61,1923.84,1.63,0.08
KOSPI,20130416,1900.18,1922.21,1.76,0.09
KOSPI,20130415,1916.06,1920.45,-3.78,-0.2
KOSPI,20130412,1954.22,1924.23,-25.57,-1.31
KOSPI,20130411,1944.53,1949.8,14.22,0.73
